# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Nov 17 10:16:43 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and disc_facility like '%TESS%'
# CONSTRAINT:  and pl_controv_flag = 0
# CONSTRAINT:  and st_teff < 4200
# CONSTRAINT:  and st_rad in [0.1, 0.65])
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN gaia_dr3_id:    Gaia DR3 ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,gaia_dr3_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-4559 b,TOI-4559,Gaia DR3 6173120554255287808,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231100688M/abstract target=ref>Mistry et al. 2023</a>,3.96599100000,0.00031400000,-0.00033200000,0,0.0359000000,0.0008000000,-0.0008000000,0,1.41500000,0.12600000,-0.11200000,0,0.12623806,0.01124099,-0.00999199,0,,,,,,,,,,,,,,15.7700,1.4400,-1.4400,0,554.16,19.14,-19.14,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231100688M/abstract target=ref>Mistry et al. 2023</a>,,3558.00,73.00,-83.00,0,0.374000,0.017000,-0.015000,0,0.392000,0.027000,-0.026000,0,-0.0900,0.2000,-0.2200,0,[Fe/H],4.884000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h04m03.25s,211.0135378,-30d00m50.85s,-30.0141252,31.63540000,0.07385000,-0.07385000,13.1150000,0.0060000,-0.0060000,8.6190000,0.0250000,-0.0250000,12.0797000,0.0005830,-0.0005830,2024-04-15,2023-11,2024-04-15
LTT 3780 b,LTT 3780,Gaia DR3 3767281845873242112,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A..66B/abstract target=ref>Bonfanti et al. 2024</a>,0.76837931000,0.00000039000,-0.00000042000,0,0.0119500000,0.0002800000,-0.0002900000,0,1.32500000,0.05700000,-0.05800000,0,0.11820879,0.00508521,-0.00517442,0,2.46000000,0.19000000,-0.19000000,0,0.00774003,0.00059781,-0.00059781,0,Mass,0.000000,,,0,111.0000,13.0000,-12.0000,0,903.00,26.00,-26.00,0,0,<a refstr=BONFANTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A..66B/abstract target=ref>Bonfanti et al. 2024</a>,,3358.00,92.00,-92.00,0,0.380000,0.012000,-0.012000,0,0.381000,0.024000,-0.034000,0,0.0600,0.1100,-0.1100,0,[Fe/H],4.850000,0.110000,-0.110000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h18m34.78s,154.6449033,-11d43m04.08s,-11.7178010,21.98140000,0.04030000,-0.04020000,13.1400000,0.0350000,-0.0350000,8.2040010,0.0210000,-0.0210000,11.8465000,0.0004770,-0.0004770,2024-03-26,2024-02,2024-03-26
LTT 3780 c,LTT 3780,Gaia DR3 3767281845873242112,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A..66B/abstract target=ref>Bonfanti et al. 2024</a>,12.25228400000,0.00001300000,-0.00001300000,0,0.0757000000,0.0018000000,-0.0018000000,0,2.39000000,0.10000000,-0.11000000,0,0.21322189,0.00892142,-0.00981356,0,8.04000000,0.50000000,-0.48000000,0,0.02529667,0.00157318,-0.00151025,0,Mass,0.024000,0.032000,-0.017000,0,2.7600,0.3300,-0.3100,0,359.00,10.00,-10.00,0,0,<a refstr=BONFANTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A..66B/abstract target=ref>Bonfanti et al. 2024</a>,,3358.00,92.00,-92.00,0,0.380000,0.012000,-0.012000,0,0.381000,0.024000,-0.034000,0,0.0600,0.1100,-0.1100,0,[Fe/H],4.850000,0.110000,-0.110000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h18m34.78s,154.6449033,-11d43m04.08s,-11.7178010,21.98140000,0.04030000,-0.04020000,13.1400000,0.0350000,-0.0350000,8.2040010,0.0210000,-0.0210000,11.8465000,0.0004770,-0.0004770,2024-03-26,2024-02,2024-03-26
TOI-1448 b,TOI-1448,Gaia DR3 2189711770761074816,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240512637H/abstract target=ref>Hori et al. 2024</a>,8.11224500000,0.00001800000,-0.00001800000,0,0.0567000000,0.0015000000,-0.0015000000,0,2.74900000,0.06700000,-0.06300000,0,0.24524978,0.00597735,-0.00562049,0,19.50000000,,,1,0.06135386,,,1,Mass,0.360000,,,1,5.4500,0.2900,-0.2700,0,426.00,6.00,-6.00,0,0,<a refstr=HORI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240512637H/abstract target=ref>Hori et al. 2024</a>,,3412.00,28.00,-32.00,0,0.380000,0.007000,-0.007000,0,0.372000,0.009000,-0.009000,0,0.3700,0.1400,-0.1400,0,[Fe/H],4.849000,0.019000,-0.019000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h05m17.76s,316.3240030,+57d46m15.94s,57.7710946,73.33450000,0.17330000,-0.17240000,15.6780000,0.0660000,-0.0660000,10.7650000,0.0200000,-0.0200000,14.4005000,0.0005930,-0.0005930,2024-06-10,2024-06,2024-06-10
TOI-270 b,TOI-270,Gaia DR3 4781196115469953024,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAYE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5464K/abstract target=ref>Kaye et al. 2022</a>,3.35992000000,0.00005000000,-0.00005000000,0,,,,,1.28000000,0.05000000,-0.04000000,0,0.11419415,0.00446071,-0.00356857,0,1.48000000,0.18000000,-0.18000000,0,0.00465660,0.00056634,-0.00056634,0,Mass,0.016700,0.008400,-0.008900,0,,,,,600.00,16.00,-16.00,0,0,<a refstr=KAYE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5464K/abstract target=ref>Kaye et al. 2022</a>,,3506.00,70.00,-70.00,0,0.380000,0.008000,-0.008000,0,0.386000,0.008000,-0.008000,0,,,,,,4.872000,0.026000,-0.026000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.47930000,0.01355000,-0.01355000,12.6030000,0.0390000,-0.0390000,8.2510000,0.0290000,-0.0290000,11.6306000,0.0004760,-0.0004760,2025-10-09,2022-03,2025-10-09
TOI-270 c,TOI-270,Gaia DR3 4781196115469953024,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAYE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5464K/abstract target=ref>Kaye et al. 2022</a>,5.66051000000,0.00004000000,-0.00004000000,0,,,,,2.33000000,0.01000000,-0.01000000,0,0.20786903,0.00089214,-0.00089214,0,6.20000000,0.31000000,-0.31000000,0,0.01950738,0.00097537,-0.00097537,0,Mass,0.004400,0.000500,-0.000600,0,,,,,489.00,11.00,-11.00,0,1,<a refstr=KAYE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5464K/abstract target=ref>Kaye et al. 2022</a>,,3506.00,70.00,-70.00,0,0.380000,0.008000,-0.008000,0,0.386000,0.008000,-0.008000,0,,,,,,4.872000,0.026000,-0.026000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.47930000,0.01355000,-0.01355000,12.6030000,0.0390000,-0.0390000,8.2510000,0.0290000,-0.0290000,11.6306000,0.0004760,-0.0004760,2025-10-09,2022-03,2025-10-09
TOI-270 d,TOI-270,Gaia DR3 4781196115469953024,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAYE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5464K/abstract target=ref>Kaye et al. 2022</a>,11.38194000000,0.00011000000,-0.00011000000,0,,,,,2.00000000,0.05000000,-0.05000000,0,0.17842836,0.00446071,-0.00446071,0,4.20000000,0.16000000,-0.16000000,0,0.01321468,0.00050342,-0.00050342,0,Mass,0.006600,0.002000,-0.002000,0,,,,,383.00,9.00,-9.00,0,1,<a refstr=KAYE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5464K/abstract target=ref>Kaye et al. 2022</a>,,3506.00,70.00,-70.00,0,0.380000,0.008000,-0.008000,0,0.386000,0.008000,-0.008000,0,,,,,,4.872000,0.026000,-0.026000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.47930000,0.01355000,-0.01355000,12.6030000,0.0390000,-0.0390000,8.2510000,0.0290000,-0.0290000,11.6306000,0.0004760,-0.0004760,2025-10-09,2022-03,2025-10-09
TOI-6000 b,TOI-6000,,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GOMEZ_BARRIENTOS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250802782G/abstract target=ref>Gomez Barrientos et al. 2025</a>,0.44895900000,0.00001100000,-0.00001100000,0,,,,,0.94000000,0.05000000,-0.05000000,0,0.08386133,0.00446071,-0.00446071,0,,,,,,,,,,,,,,,,,,1120.00,,,0,0,<a refstr=GOMEZ_BARRIENTOS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250802782G/abstract target=ref>Gomez Barrientos et al. 2025</a>,,3419.00,157.00,-157.00,0,0.380000,0.010000,-0.010000,0,0.370000,0.020000,-0.020000,0,,,,,,4.850000,0.000000,0.000000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m25.51s,292.6062979,+68d09m16.53s,68.1545924,75.76640000,0.18920000,-0.18830000,15.4540000,0.1480000,-0.1480000,10.8660000,0.0190000,-0.0190000,14.3736000,0.0005090,-0.0005090,2025-08-14,2025-08,2025-08-14
TOI-5720 b,TOI-5720,Gaia DR3 3994047048130880384,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARKAOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240506350B/abstract target=ref>Barkaoui et al. 2024</a>,1.43445550000,0.00000360000,-0.00000360000,0,0.0182880000,0.0002790000,-0.0002790000,0,1.09000000,0.07000000,-0.07000000,0,0.09724345,0.00624499,-0.00624499,0,4.30000000,,,1,0.01352931,,,1,Mass,,,,,41.7000,4.5000,-4.5000,0,708.00,19.00,-19.00,0,0,<a refstr=BARKAOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240506350B/abstract target=ref>Barkaoui et al. 2024</a>,M3.5 +/- 1.0,3325.00,75.00,-75.00,0,0.383000,0.018000,-0.018000,0,0.383000,0.019000,-0.019000,0,0.0300,0.2000,-0.2000,0,[Fe/H],5.010000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h21m15.26s,170.3135774,+25d16m23.86s,25.2732942,35.82560000,0.12730000,-0.12640000,13.8470000,0.0430000,-0.0430000,9.2880000,0.0150000,-0.0150000,12.8215000,0.0006080,-0.0006080,2024-05-29,2024-05,2024-05-29
GJ 1252 b,GJ 1252,Gaia DR3 6468968316900356736,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE__AMP__PALL_EACUTE__2022 href=https://ui.adsabs.harvard.edu/abs/2022Sci...377.1211L/abstract target=ref>Luque &amp; Pall&eacute; 2022</a>,0.51823310000,0.00000840000,-0.00000840000,0,,,,,1.19300000,0.07400000,-0.07400000,0,0.10643251,0.00660185,-0.00660185,0,1.32000000,0.28000000,-0.28000000,0,0.00415318,0.00088098,-0.00088098,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=SHPORER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...890L...7S/abstract target=ref>Shporer et al. 2020</a>,M3,3458.00,140.00,-133.00,0,0.391000,0.020000,-0.020000,0,0.381000,0.019000,-0.019000,0,0.1000,0.1000,-0.1000,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865,20.37300000,0.01920000,-0.01920000,12.6800000,0.2000000,-0.2000000,7.9150000,0.0230000,-0.0230000,11.2364000,0.0008060,-0.0008060,2023-07-10,2022-09,2023-07-10
TOI-5205 b,TOI-5205,Gaia DR3 1842656663520849024,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..120K/abstract target=ref>Kanodia et al. 2023</a>,1.63075700000,0.00000100000,-0.00000100000,0,0.0199000000,0.0002000000,-0.0002000000,0,11.60000000,0.30000000,-0.30000000,0,1.03000000,0.03000000,-0.03000000,0,343.00000000,18.00000000,-17.00000000,0,1.08000000,0.06000000,-0.06000000,0,Mass,0.020000,0.020000,-0.014000,0,49.0000,4.0000,-4.0000,0,737.00,15.00,-15.00,0,0,<a refstr=KANODIA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..120K/abstract target=ref>Kanodia et al. 2023</a>,M4.0,3430.00,54.00,-54.00,0,0.394000,0.011000,-0.011000,0,0.392000,0.015000,-0.015000,0,0.0000,,,0,[Fe/H],4.840000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h55m04.96s,313.7706819,+24d21m39.52s,24.3609770,86.44930000,0.41780000,-0.41390000,15.8990000,1.0300000,-1.0300000,11.0060000,0.0230000,-0.0230000,14.9317000,0.0016400,-0.0016400,2023-03-15,2023-03,2023-03-15
TOI-1846 b,TOI-1846,Gaia DR3 1420011162670761600,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SOUBKIOU_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.tmp..978S/abstract target=ref>Soubkiou et al. 2025</a>,3.93067370000,0.00000420000,-0.00000440000,0,0.0364600000,0.0007200000,-0.0007400000,0,1.79200000,0.06500000,-0.06800000,0,0.15987181,0.00579892,-0.00606656,0,,,,,,,,,,,,,,17.3500,0.7300,-0.7100,0,568.10,6.10,-5.90,0,0,<a refstr=SOUBKIOU_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.tmp..978S/abstract target=ref>Soubkiou et al. 2025</a>,,3568.00,47.00,-41.00,0,0.397000,0.011000,-0.012000,0,0.418000,0.025000,-0.025000,0,0.1690,0.0510,-0.0550,0,[Fe/H],4.862000,0.027000,-0.027000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h11m49.19s,257.9549645,+54d31m40.25s,54.5278483,47.24960000,0.09650000,-0.09610000,13.9710000,0.0110000,-0.0110000,9.5960000,0.0160000,-0.0160000,12.9919000,0.0010830,-0.0010830,2025-07-17,2025-06,2025-07-17
TOI-269 b,TOI-269,Gaia DR3 4770828304936109056,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,3.69771040000,0.00000370000,-0.00000370000,0,0.0345000000,0.0015000000,-0.0015000000,0,2.77000000,0.12000000,-0.12000000,0,0.24712327,0.01070570,-0.01070570,0,8.80000000,1.40000000,-1.40000000,0,0.02768790,0.00440489,-0.00440489,0,Mass,0.425000,0.082000,-0.086000,0,19.0000,4.0000,-3.3000,0,531.00,25.00,-25.00,0,0,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,M2 V,3514.00,70.00,-70.00,0,0.398000,0.012000,-0.012000,0,0.391700,0.009500,-0.009500,0,-0.2900,0.1200,-0.1200,0,[Fe/H],4.831000,0.029000,-0.029000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h03m23.11s,75.8462827,-54d10m39.80s,-54.1777213,57.02250000,0.07570000,-0.07560000,14.3700000,0.1140000,-0.1140000,10.1000000,0.0230000,-0.0230000,13.4258000,0.0003690,-0.0003690,2021-05-17,2021-06,2021-05-17
TOI-1806.01,TOI-1806,Gaia DR3 733540939112687104,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,15.14546930000,,,0,0.0877350440,,,0,3.40953670,0.35126720,-0.35126720,0,0.30384891,0.03130401,-0.03130401,0,,,,,,,,,,,,,,2.1473,,,0,337.47,,,0,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,3272.00,,,0,0.401575,,,0,0.392935,,,0,,,,,,4.825210,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h04m28.36s,166.1181474,+30d27m30.87s,30.4585763,55.52110000,0.20060000,-0.19920000,15.1930000,0.1340000,-0.1340000,10.0160000,0.0180000,-0.0180000,13.9270000,0.0005890,-0.0005890,2024-06-11,2024-05,2024-06-11
TOI-1224 b,TOI-1224,Gaia DR3 4620009665047355520,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=THAO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...41T/abstract target=ref>Thao et al. 2024</a>,4.17827450000,0.00000220000,-0.00000210000,0,0.0355000000,0.0017000000,-0.0034000000,0,2.10400000,0.09400000,-0.09100000,0,0.18770663,0.00838613,-0.00811849,0,,,,,,,,,,,,,,,,,,541.00,26.00,-14.00,0,0,<a refstr=THAO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...41T/abstract target=ref>Thao et al. 2024</a>,,3326.00,66.00,-66.00,0,0.404000,0.012000,-0.012000,0,0.400000,0.010000,-0.010000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h28m47.48s,37.1978356,-80d53m56.78s,-80.8991053,37.33120000,0.06010000,-0.05990000,13.9500000,0.0220000,-0.0220000,9.1340000,0.0190000,-0.0190000,12.7824000,0.0013480,-0.0013480,2024-07-12,2024-07,2024-07-12
