This file was produced by the Exoplanet Follow-up Observing Program website (exofop.ipac.caltech.edu) on Sun Aug 03 09:14:16 2025
Filter Values: disposition notContains F AND notContains EB; stellar_distance lessThan 300; stellar_teff lessThan 4200; stellar_radius lessThan 0.65; tfopwg_disposition notContains F AND notContains A

"TIC ID","TOI","CTOI","Master priority","SG1B priority","SG2 priority","SG3 priority","SG4 priority","SG5 priority","ESM","TSM","Predicted Mass (M_Earth)","Predicted RV Semi-amplitude (m/s)","Time Series Observations","Spectroscopy Observations","Imaging Observations","TESS Disposition","TFOPWG Disposition","View all TFOPWG Disposition","TESS mag","Pipeline Signal ID","Source","Detection","RA (deg)","Dec (deg)","PM RA (mas/yr)","PM Dec (mas/yr)","Transit Epoch (BJD)","Period (days)","Duration (hours)","Depth (mmag)","Depth (ppm)","Planet Radius (R_Earth)","Planet Insolation (Earth flux)","Planet Eq Temp (K)","Planet SNR","Stellar Distance (pc)","Stellar Teff (K)","Stellar log(g) (cm/s2)","Stellar Radius (R_Sun)","Stellar Metallicity","Stellar Mass (M_Sun)","Sectors","Comments","Date TOI Alerted (by TESS Project)","Date TOI Updated (by TESS Project)","Date Modified (by ExoFOP-TESS)"
"441738827","2084.01","","2","5","2","4","4","4","1.2","22.6","4.91","2.9","7","0","2","PC","CP","2084.01","13.3257","1","qlp-s49-tois","SPOC","259.254539","72.747023","47.717","36.775","2459652.834382","6.0784031","2.117","1.966963","1810","2.07448","15.739","554","6","114.549","3630","4.76664","0.47","","0.464271","15,16,18,19,20,21,22,23,24,25,47,48,49","low SNR; weak transit shape","2020-07-15","2022-08-16","2025-07-31"
"235678745","2095.01","","2","5","2","4","4","4","0.4","3.8","2.24","0.9","6","1","4","CP","CP","2095.01","11.0788","1","spoc-s14-s60-b0A-PC","SPOC","285.636524","75.418514","203.44","-21.318","2458692.799727","17.664866001981","2.7644951091684","0.799823","736.39251221959","1.298485868981","3.5982457412116","351.27112739427","13.924033","41.9176","3746","4.76979","0.46320500969887","","0.460544","14,15,16,17,18,19,20,21,22,23,24,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60","TOI-2095 b/.01","2020-07-15","2024-09-17","2025-07-31"
"235678745","2095.02","","2","5","2","4","4","4","0.2","3.7","2.69","1","6","1","4","CP","CP","2095.02","11.0788","2","spoc-s14-s60-b0A-PC","SPOC","285.636524","75.418514","203.44","-21.318","2458704.29023","28.172250065795","3.3983448497212","1.032554","950.56536228892","1.4475246141918","1.9311198902189","300.65751169284","15.934014","41.9176","3746","4.76979","0.46320500969887","","0.460544","14,15,16,17,18,19,20,21,22,23,24,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60","TOI-2095 c/.02","2020-07-15","2024-09-17","2025-07-31"
"142748283","2096.01","","2","5","2","4","4","4","2.4","56","3.27","3.9","5","0","3","PC","CP","2096.01","13.4764","1","spoc-s14-s60-b0A-PC","SPOC","151.618699","74.827211","-26.044","-75.114","2459601.846172","3.1190715616372","1.1585974465409","3.223536","2964.5828911444","1.6229795698534","10.084587060342","454.50041014115","8.965935","48.4809","3285","4.98992","0.24733099341393","","0.217977","14,20,21,40,41,47,53,60","L1 candidate in potential multi-planet system; low snr","2020-07-15","2023-05-19","2025-07-31"
"142748283","2096.02","","2","5","2","4","4","4","1.5","59.4","4.83","4.6","5","0","3","PC","CP","2096.02","13.4764","2","spoc-s14-s60-b0A-PC","SPOC","151.618699","74.827211","-26.044","-75.114","2458687.53823","6.3878201573201","1.4551850733439","6.377871","5857.0164704448","2.0414710435544","3.8775284910357","357.89736337541","15.516945","48.4809","3285","4.98992","0.24733099341393","","0.217977","14,20,21,40,41,47,53,60","L1 candidate in possible multi-planet system","2020-07-15","2023-05-19","2025-07-31"
"236387002","2119.01","","3","5","3","4","4","5","124.7","683.2","98.43","51.7","4","7","2","CP","CP","2119.01","10.3978","1","qlp-s78-ffi","SPOC","244.429882","26.304211","-29.295","6.824","2460442.055186","7.2008611","2.03","55.762991","50063","12.0629","9.67439","491","159","31.4006","3606","4.74","0.5","","0.496373","24,25,51,52,78","confirmed brown dwarf TOI-2119 b","2020-07-29","2024-08-15","2025-07-31"
"389900760","2120.01","","3","5","3","4","4","4","3.7","126","7.46","7.5","6","1","3","PC","CP","2120.01","12.8233","1","spoc-s14-s55-b0A-PC","SPOC","23.507315","65.513988","306.282","-215.531","2458795.822874","5.7998188881759","1.0143740108599","9.341945","8567.3390222927","2.6346124292282","3.7367095275491","354.60273783914","13.711875","32.1755","3179","4.99978","0.24023300409317","","0.210366","18,24,25,52","Short V-shaped transit. Multiple stars in pixel.","2020-07-29","2023-03-09","2025-07-31"
"336128819","2136.01","","2","5","2","4","4","4","2.4","80.4","5.36","3.6","7","0","6","PC","CP","2136.01","11.7371","1","spoc-s14-s41-b0A-PC","SPOC","281.176343","36.563132","-33.8","177.358","2459394.593726","7.8519082040464","1.6318725956817","4.214266","3873.959149167","2.1705802616531","4.8904687957507","379.27775582557","14.27448","33.3631","3384","4.87998","0.34387999773026","","0.327134","26,40","","2020-08-07","2022-02-15","2025-07-31"
"198485881","2257.01","","1","1","2","4","4","4","0.1","30.1","5.59","2.4","5","0","4","CP","CP","2257.01","12.9672","1","spoc-s14-s50-b0A-CP","SPOC","194.739614","77.661716","-35.993","31.425","2459606.202888","35.189644437525","3.3254028755404","4.924035","4524.9353924919","2.2253695922175","0.67031315139408","230.7752258293","12.875071","57.7911","3446","4.89707","0.32693201303482","","0.30755","14,20,21,26,40,41,47,48","TOI-2257 b / TOI-2257.01 (confirmed by Schanche et al. 2021)","2020-09-23","2022-11-09","2025-07-31"
"8348911","2266.01","","2","5","2","4","4","4","4.7","74.6","4.57","5.9","12","2","6","PC","CP","2266.01","13.5042","1","spoc-s14-s55-b0A-PC","SPOC","245.28004","31.577041","47.468","37.877","2458957.9252","2.3263429663912","1.2195050880224","4.519121","4153.614443566","1.9763187321591","15.120393888965","502.93345502491","7.8007135","51.6004","3244","4.97167","0.26116201281548","","0.233038","24,25,51,52","low SNR","2020-09-30","2023-03-09","2025-07-31"
"289164482","2274.01","","2","4","2","4","4","4","6","60","4.02","2.6","6","4","6","PC","CP","2274.01","10.3543","1","spoc-s14-s55-b0A-PC","SPOC","277.459311","40.541412","-14.919","88.063","2458685.367259","2.6796163644742","0.90289478588672","0.898865","827.54236870121","1.8334768855157","83.707824883249","771.45618247403","13.241739","48.876","3943","4.62547","0.63072001934052","","0.612463","14,26,40,53,54","","2020-09-30","2024-03-28","2025-07-31"
"329148988","2285.01","","2","5","2","4","4","4","0.2","25.8","3.12","1.1","1","3","2","CP","CP","2285.01","11.3078","1","spoc-s14-s60-b0A-CP","SPOC","332.563264","58.706093","21.263","-20.874","2458747.184629","27.267201584602","2.4164838811884","1.254019","1154.327888454","1.5781135858036","1.6051398018565","287.07671337846","7.194226","42.409","3546","4.77262","0.46001398563385","","0.457187","16,17,24,56,57","TOI-2285 b","2020-09-30","2024-09-17","2025-07-31"
"305048087","237.01","","1","5","1","4","4","4","1.4","69.8","3.61","4.1","10","1","2","PC","CP","237.01","13.4102","1","spoc","SPOC","353.243538","-29.416487","151.047","-333.194","2458355.24981","5.433729","1.172585","7.113879","6530.706532","1.741587","3.3240075393653","344.37788113522","7.68747","38.0749","3139","5.04944","0.214","","0.180288","2","low MES.","2018-11-29","2018-11-29","2025-07-31"
"201177276","2379.01","TIC 201177276.01","3","5","3","4","4","4","28.8","102.8","92.33","46.1","3","0","0","PC","CP","2379.01","13.6521","1","spoc-s01-s69-b0A-PC","SPOC","358.092047","-53.043156","16.528","1.74","2459062.464298","5.4693887541745","1.8076780865246","35.773654","32411.855989002","11.577921608768","27.536450550614","584.24733397512","53.481907","211.247","3770","4.61871","0.63890200853348","","0.61874","28,29,68,69","V-shaped","2020-11-06","2024-05-01","2025-07-31"
"212957629","2406.01","","1","4","1","4","4","4","5","108.6","7.88","11.3","7","1","5","CP","CP","2406.01","14.3109","1","spoc-s01-s72-b0A-CP","SPOC","8.806054","-3.372083","225.752","-336.273","2459115.976073","3.0766834684473","1.249175142981","20.659887","18848.560739523","2.7226179538608","6.6976165626582","410.29839653303","18.487597","55.419","3163","5.0701","0.19660000503063","","0.165654","30,42,43,70","TOI-2406 b","2020-11-24","2024-11-15","2025-07-31"
"153078576","2407.01","","1","5","1","4","4","4","11.6","81.4","13.86","9.8","5","0","1","PC","CP","2407.01","12.5264","1","spoc","SPOC","49.746545","-46.458025","10.824","-98.214","2459116.620626","2.7029186753149","1.6998642070333","5.587085","5132.6782834207","3.7942391523434","44.059224243625","657.09620825081","20.76344","92.4366","3596","4.71597","0.52457302808762","","0.52181","3,4,30,31","possible odd-even likely due to transit at end of 1st orbit","2020-11-24","2021-10-04","2025-07-31"
"118327550","244.01","","2","5","4","4","2","4","1.5","8.5","2.16","1.3","8","4","5","CP","CP","244.01","10.3475","1","spoc-s01-s69-b0A-CP","SPOC","10.569754","-36.717974","-155.186","45.445","2458357.364688","7.3972159835563","1.3164962270221","1.035795","953.54774990733","1.2711131251915","6.6743946176903","409.94228701241","11.878935","22.0337","3342","4.438","0.40710300207138","","0.399476","2,29,69","TOI-244 b","2018-11-29","2025-06-04","2025-07-31"
"439867639","2445.01","","1","4","1","4","4","4","12.5","14.7","2.56","5.7","5","0","3","PC","CP","2445.01","13.1292","1","spoc","SPOC","43.316155","0.052337","57.212","-24.05","2458411.217326","0.3711334431738","0.49181866139868","2.524688","2322.6218150832","1.4062146626384","204.48736023886","964.46476637247","9.401387","48.582","3333","4.95786","0.27223300933838","","0.245288","4,31","small PC around M-dwarf","2021-01-06","2021-01-06","2025-07-31"
"37749396","260.01","","2","5","2","4","4","4","3.4","92.9","4.6","1.7","3","22","13","PC","CP","260.01","8.4991","1","spoc-s01-s72-b0A-PC","SPOC","4.773018","-9.96615","-36.593","-301.435","2458392.294018","13.475847841799","2.0643913300446","0.770001","708.94616008393","1.9840881595004","10.183751946115","455.61362456632","13.82877","20.1852","4111","4.6461","0.61817300319672","","0.63","3,42,70","L1 candidate","2018-11-30","2024-11-18","2025-07-31"
"120916706","263.01","","2","5","2","4","4","4","75.9","135.5","68.18","91.6","12","1","4","PC","CP","263.01","15.6198","1","spoc","SPOC","37.108277","-25.097329","30.333","10.142","2459116.147851","0.55680952996049","0.97120660026702","50.151357","45140.535042532","9.6870228642354","235.6927628159","999.32398557705","15.559053","277.404","3116","5.06043","0.4397380053997","","0.435505","3,30","verified planet candidate","2018-11-30","2021-12-01","2025-07-31"
"220479565","269.01","","3","5","3","4","4","4","7.5","89.7","8.99","7","6","1","1","CP","CP","269.01","12.2958","1","spoc-s01-s69-b0A-CP","SPOC","75.846283","-54.177721","26.472","-120.75","2458381.845549","3.6977167092347","0.93082634088214","5.175721","4755.6707294379","2.9420439586989","19.194422599678","533.84295111319","41.52972","57.0225","3607","4.438","0.39792400598526","","0.389135","3,4,5,6,10,13,30,31,32,33,36,63,64,66,67","TOI-269 b","2019-05-17","2024-02-12","2025-07-31"
"259377017","270.01","","1","1","1","4","4","4","7.9","154.2","6.39","4.5","54","7","4","CP","CP","270.01","10.4981","1","spoc-s01-s36-b0A-CPKP","SPOC","68.41608","-51.957394","82.944","-269.755","2459198.961454","5.6605693160307","1.6631704031277","4.194807","3856.1060852118","2.4070872308756","9.9407407879545","452.87092260481","51.1377","22.4793","3551","4.83982","0.37435799837112","","0.362274","3,4,5,30,32","TOI-270 c / TOI 270.01","2019-05-17","2024-09-05","2025-07-31"
"259377017","270.02","","1","1","1","4","4","4","2.7","112.1","5.72","3.2","54","7","4","CP","CP","270.02","10.4981","2","spoc","SPOC","68.41608","-51.957394","82.944","-269.755","2458389.679336","11.379565339631","2.2350305374591","3.42225","3147.0461739044","2.2539464482857","3.9180021335391","358.82766299998","39.073574","22.4793","3551","4.83982","0.37435799837112","","0.362274","3,4,5,30,32","TOI-270 d / TOI-270.02","2019-05-17","2021-10-14","2025-07-31"
"259377017","270.03","","1","5","1","4","4","4","3.4","11.8","1.78","1.5","54","7","4","CP","CP","270.03","10.4981","3","spoc","SPOC","68.41608","-51.957394","82.944","-269.755","2458383.733214","3.3601377067763","1.4132449716995","1.056891","972.95893628126","1.1843718271195","19.926122608986","538.85938254836","18.003332","22.4793","3551","4.83982","0.37435799837112","","0.362274","3,4,5,30,32","TOI-270 b / TOI 270.03","2019-05-17","2021-10-14","2025-07-31"
"439456714","277.01","","4","5","4","4","4","4","14.9","106.2","16.84","10.5","3","2","7","PC","CP","277.01","11.7315","1","spoc","UNKNOWN","19.076698","-20.953277","-115.432","-249.177","2458385.036312","3.9934418270472","1.9693064725507","6.317673","5801.895715864","4.2556644739526","28.235972054029","587.9229796377","20.975157","64.6692","3748","4.7573","0.52311301231384","","0.520428","3,30","","2018-11-30","2021-07-13","2025-07-31"
"455784423","3629.01","","3","5","3","4","4","4","29","117.3","50.98","29","6","2","0","CP","CP","3629.01","12.7882","1","qlp-s57-tois","FAINT","359.793385","39.314256","185.747","1.023","2459878.618825","3.9365629","2.19","16.917689","15461","8.09927","41.2897","706","32","130.091","3689","4.64","0.61","","0.600047","17,57","found in faint-star QLP search; TOI-3629 b","2021-06-23","2024-08-22","2025-07-31"
"155867025","3714.01","","3","5","3","4","4","4","99.9","253","92.76","71.9","5","3","0","CP","CP","3714.01","13.1751","1","spoc-s59-b0A","FAINT","69.552342","39.458003","19.7","-70.764","2459911.46982","2.1547472219598","1.6582238091276","55.179305","49552.182343736","11.610248607622","53.532199850355","689.87994842305","96.48067","112.71","3538","4.73","0.50843000411987","","0.506325","19,59","found in faint-star QLP search; TOI-3714 b","2021-06-23","2024-09-09","2025-07-31"
"445751830","3757.01","","3","5","3","4","4","4","59.3","159.2","104.29","60.8","7","0","0","CP","CP","3757.01","13.1858","1","spoc-s59-b0A","FAINT","91.003642","55.019979","-9.036","-43.154","2459911.667339","3.4391954254631","1.6681096478181","36.337718","32914.408735838","12.437730886341","58.432215663281","705.15215611998","42.049465","181.139","3902","4.62","0.6372230052948","","0.617459","19,59","found in faint-star QLP search; TOI-3757 b","2021-06-23","2024-09-06","2025-07-31"
"458419328","3785.01","","3","5","3","4","4","4","10.8","84.9","20.04","12.2","3","3","1","PC","CP","3785.01","12.4963","1","qlp-s47-tois","FAINT","130.900226","63.078077","-42.903","-17.033","2459604.77275","4.6747218","1.61","8.93974","8200","4.73219","11.5347","513","20","79.7634","3502","4.74","0.5","","0.496104","20,47","found in faint-star QLP search","2021-06-23","2024-08-22","2025-07-31"
"86263325","3884.01","","3","4","3","4","4","4","20.9","232.9","28.33","25.6","7","0","5","PC","CP","3884.01","12.9113","1","qlp-s49-tois","FAINT","181.571834","12.507026","-186.01","26.251","2459656.499824","4.5445569","1.462","33.899274","30740","5.7177","5.65747","429","36","43.1448","3192","4.92","0.3","","0.2802","22,46,49","found in faint-star QLP search; possible in transit ramp","2021-06-23","2024-08-22","2025-07-31"
"20182780","3984.01","","3","5","3","4","4","4","19","113.6","41.6","27.3","5","1","1","PC","CP","3984.01","13.4609","1","qlp-s51-tois","FAINT","226.337147","36.786975","-48.936","42.685","2459715.022491","4.3533211","1.894","23.86426","21740","7.17236","14.9972","548","35","108.883","3422","4.77","0.46","","0.461976","23,24,50,51","found in faint-star QLP search","2021-06-23","2024-08-22","2025-07-31"
"153065527","406.01","","1","1","1","4","4","4","1","57.6","4.51","2.3","25","5","3","PC","CP","406.01","11.2828","1","spoc-s01-s36-b0A-PC","SPOC","49.262643","-42.244149","41.675","-412.827","2458388.56746","13.175729434532","2.1570272312819","2.69526","2479.3477137805","1.9602372852794","2.6453173647939","325.26639420526","16.977493","31.0597","3349","4.94138","0.38860899209976","","0.378565","3,4,30,31","","2019-05-17","2024-09-06","2025-07-31"
"153065527","406.02","TIC 153065527.02","1","1","1","4","4","4","1.1","6.2","2.16","1.4","25","5","3","PC","CP","406.02","11.2828","2","spoc","SPOC","49.262643","-42.244149","41.675","-412.827","2458385.38837","6.6149110161123","0.96546047173643","1.152112","1060.5715819267","1.2731553840439","6.6294677893284","409.25068572934","7.381627","31.0597","3349","4.94138","0.38860899209976","","0.378565","3,4,30,31","potential multi","2021-07-19","2021-07-19","2025-07-31"
"394357918","4184.01","","2","5","2","4","4","4","2.2","64.5","7.07","7.5","8","0","2","PC","CP","4184.01","14.2612","1","spoc-s01-s39-b0A-PC","SPOC","43.828475","-79.414704","79.049","165.735","2458326.789691","4.9019938399647","1.3243803704244","11.762238","10774.951205986","2.5554145281652","5.0534848103776","382.39965407016","11.158407","69.3649","3147","5.04654","0.24080699682236","","0.210978","1,28,39","small star","2021-07-08","2022-03-21","2025-07-31"
"95057860","4201.01","","3","4","3","4","4","4","49.8","141.6","99.87","58.7","4","3","2","PC","CP","4201.01","13.5011","1","qlp-s06-faintsearch","FAINT","90.474724","-13.461371","11.721","6.204","2458485.286309","3.5809733","2.18","40.765178","36850","12.0428","40.4443","702","50","189.011","3790","4.64","0.61","","0.599491","6","found in faint-star QLP search","2021-07-12","2024-08-22","2025-07-31"
"44898913","4306.01","","2","5","2","4","4","4","1.7","10.8","2.39","4.3","11","2","4","PC","CP","4306.01","14.2683","1","spoc","SPOC","64.13091","-28.315791","218.534","-251.131","2458413.191882","2.7299048854389","0.8257288469128","8.09465","7427.7249663962","1.3513606340693","4.0669767500157","362.19101463574","8.324998","32.4298","2887","5.15917","0.15549799799919","","0.127219","4,5,31,32","potential stellar variability; low SNR","2021-07-19","2021-07-19","2025-07-31"
"166184428","4336.01","","1","4","1","4","4","4","0.9","84.1","4.86","2.7","12","2","9","PC","CP","4336.01","11.0196","1","spoc-s01-s65-b0A-PC","SPOC","206.107013","-40.337351","151.518","69.023","2459335.573188","16.336366524038","1.9933921806494","4.22595","3884.6785375051","2.0492402684364","1.693298707092","290.9398052298","13.60391","22.5455","3365","4.89744","0.32656800746918","","0.30713","38,64","L1 candidate","2021-07-28","2024-02-15","2025-07-31"
"354944123","4342.01","","1","4","1","4","4","4","3.6","49","5.79","3","10","6","2","PC","CP","4342.01","11.0318","1","spoc","SPOC","324.38942","-77.979147","120.399","-91.425","2458654.532426","5.5383289992352","2.2263888235413","1.528828","1407.1118647899","2.2721408626822","27.681833910476","585.01697007936","8.499877","61.5204","3883","4.65275","0.59817498922348","","0.586597","13,27","potential L1 planet; near 2:1 resonance","2021-07-28","2021-07-28","2025-07-31"
"354944123","4342.02","","1","4","1","4","4","4","2.1","43.7","6.65","2.7","10","6","2","PC","CP","4342.02","11.0318","2","spoc","SPOC","324.38942","-77.979147","120.399","-91.425","2458659.348023","10.688608350669","2.6672244877947","1.631102","1501.1726340658","2.4642245247696","11.520508301593","469.88075713034","8.190688","61.5204","3883","4.65275","0.59817498922348","","0.586597","13,27","possible multi","2021-07-28","2021-07-28","2025-07-31"
"70899085","442.01","","1","5","5","4","1","4","27.3","155.2","21.79","12.4","10","8","9","CP","CP","442.01","10.7329","1","spoc-s01-s36-b0A-CPKP","SPOC/QLP","64.190221","-12.084864","49.766","-197.253","2459196.115341","4.0520368","1.5605127851947","6.001573","5512.4033192639","4.9523133538789","38.544119415954","635.49082041991","44.85534","52.616","3779","4.64","0.60775101184845","","0.594367","5,32","LP 714-47 b","2019-02-08","2024-09-09","2025-07-31"
